등록일자,조도2(0~255단계),조도4(0~255단계),조도6,누적전력량3(W),누적전력량4(W),누적전력량6(W)
2020-11-14 16:16,7,0,0,0,92,97
2020-11-14 16:16,3,0,0,0,24,58
2020-11-14 16:16,14,0,0,0,76,85
2020-11-14 16:16,36,0.1,0.1,0,78,91
2020-11-14 16:16,11,6.7,6.7,0,71,80
2020-11-14 16:16,4,5,7.8,1,100,82
2020-11-14 16:17,8,5.5,5.4,0,99,100
2020-11-14 16:17,2,0,0,0,100,100
2020-11-14 16:17,10,0,0,0,84,93
2020-11-14 16:17,12,0,0,1,100,100
2020-11-14 16:17,15,0,0,1,0,100
2020-11-14 16:17,7,5.8,5.8,0,71,70
2020-11-14 16:17,4,0,0,0,95,98
2020-11-14 16:17,82,46.6,57.9,1,100,100
2020-11-14 16:17,6,0.1,0.1,0,0,25
2020-11-14 16:17,2,0,0,1,46,50
2020-11-14 16:17,9,1.4,1.4,1,51,51
2020-11-14 16:18,9,0,0,1,0,52
2020-11-14 16:18,4,0,0,0,100,33
2020-11-14 16:18,NaN,0,0,0,77,92
2020-11-14 16:18,11,0.1,0.1,0,91,72
2020-11-14 16:18,56,17.2,0.1,0,0,0
2020-11-14 16:18,6,0.3,0.4,1,0,36
2020-11-14 16:18,9,4.1,4.2,0,93,100
2020-11-14 16:18,7,11.2,11.2,1,36,55
2020-11-14 16:18,17,0,0,0,35,35
2020-11-14 16:18,53,6.3,6.3,1,81,100
2020-11-14 16:18,34,0.4,0.5,1,0,0
2020-11-14 16:19,4,0,0,0,52,71
2020-11-14 16:19,22,3.9,1.2,0,100,100
2020-11-14 16:19,3,0,0,0,100,100
2020-11-14 16:19,18,0.1,0.1,0,0,0
2020-11-14 16:19,13,0,0,0,85,91
2020-11-14 16:19,67,3.1,3.1,1,100,100
2020-11-14 16:20,NaN,0,0,0,100,100
2020-11-14 16:20,1,0,0,0,100,100
2020-11-14 16:20,8,13.1,13.1,0,49,52
2020-11-14 16:20,25,12.1,15.3,1,0,4
2020-11-14 16:20,19,17.8,17.8,1,100,100
2020-11-14 16:20,63,2.6,8.3,1,0,0
2020-11-14 16:20,50,0,0,0,97,100
2020-11-14 16:20,46,0,0,1,0,0
2020-11-14 16:20,54,18.4,7.6,1,77,87
2020-11-14 16:20,4,0,0,0,98,100
2020-11-14 16:20,7,6.3,6.5,0,94,98
2020-11-14 16:20,4,0,0,0,72,86
2020-11-14 16:21,15,0,0,0,29,27
2020-11-14 16:21,10,3.4,3.4,0,100,100
2020-11-14 16:21,3,0,0,1,100,100
2020-11-14 16:21,18,12.3,12.9,1,0,60
2020-11-14 16:21,3,8.9,8.9,0,100,100
2020-11-14 16:21,1,0,0,0,100,100
2020-11-14 16:21,0,0,0,0,100,100
2020-11-14 16:21,13,0,0,0,98,100
2020-11-14 16:21,7,0,0,0,100,100
2020-11-14 16:21,8,7.2,7.2,1,75,76
2020-11-14 16:21,39,2.2,21,1,100,100
2020-11-14 16:21,78,19.9,20.4,1,100,100
2020-11-14 16:21,0,1.3,1.3,0,100,100
2020-11-14 16:21,43,0.6,10.9,0,100,100
2020-11-14 16:22,0,2,2,0,97,98
2020-11-14 16:22,36,0,0,1,100,100
2020-11-14 16:22,1,0.4,0.3,0,98,100
2020-11-14 16:22,17,0,0,0,74,89
2020-11-14 16:22,4,13.9,13.9,0,91,91
2020-11-14 16:22,31,11.2,4.1,0,77,80
2020-11-14 16:22,27,20.2,17.6,0,100,100
2020-11-14 16:22,5,0,0,0,27,27
2020-11-14 16:22,29,0.2,5.7,1,96,98
2020-11-14 16:22,18,4.3,10.4,1,33,0
2020-11-14 16:22,6,0,0,1,93,93
2020-11-14 16:22,6,0,0,0,85,15
2020-11-14 16:22,53,0,0,1,0,25
2020-11-14 16:22,3,0,0,0,0,0
2020-11-14 16:22,10,0,0,0,100,100
2020-11-14 16:22,18,12,0,1,37,60
2020-11-14 16:22,9,0,0,1,100,100
2020-11-14 16:23,4,0,0,0,95,98
2020-11-14 16:23,30,0,16.2,1,100,100
2020-11-14 16:23,9,0.5,0.6,0,100,100
2020-11-14 16:23,82,0.6,0.5,1,100,100
2020-11-14 16:23,12,4.8,4.8,1,93,97
2020-11-14 16:23,7,0,0,1,93,98
2020-11-14 16:23,7,0,0,0,89,95
2020-11-14 16:23,32,15.4,15.4,1,22,23
2020-11-14 16:23,14,0,0,0,100,100
2020-11-14 16:23,9,6.1,0,0,100,100
2020-11-14 16:23,12,0,0,1,100,100
2020-11-14 16:23,5,0,0,0,71,78
2020-11-14 16:23,8,1.4,1.4,0,100,100
2020-11-14 16:24,6,0,0,0,100,100
2020-11-14 16:24,7,0.3,0.3,1,100,42
2020-11-14 16:24,3,6.3,6.3,0,100,100
2020-11-14 16:24,51,22,22,0,100,100
2020-11-14 16:24,53,5.3,5.3,1,0,0
2020-11-14 16:24,9,0,0,1,0,15
2020-11-14 16:24,1,0,0,0,96,96
2020-11-14 16:24,46,16.4,0.1,1,100,100
2020-11-14 16:24,7,0,0,1,95,100
2020-11-14 16:24,10,0,0,0,100,100
2020-11-14 16:24,18,0,0,0,100,98
2020-11-14 16:24,18,0,0,1,0,0
2020-11-14 16:24,42,0,0,1,22,25
2020-11-14 16:24,9,0.3,0.2,0,100,100
2020-11-14 16:24,13,0,0,0,94,92
2020-11-14 16:25,3,0,0,0,98,96
2020-11-14 16:25,4,3.2,3.2,0,100,100
2020-11-14 16:25,65,4.1,0,0,0,0
2020-11-14 16:25,7,23.8,18.3,0,40,38
2020-11-14 16:25,43,0,0,1,100,100
2020-11-14 16:25,43,17.8,17.2,1,100,100
2020-11-14 16:26,0,2,2,1,100,100
2020-11-14 16:26,14,13.6,13.6,1,93,91
2020-11-14 16:26,16,6.9,6.9,0,97,97
2020-11-14 16:26,13,33.8,35.7,0,100,99
2020-11-14 16:26,2,0,0,0,79,79
2020-11-14 16:26,22,6.2,4.4,1,71,100
2020-11-14 16:26,5,0,0,0,100,100
2020-11-14 16:26,4,7.4,7.3,0,98,98
2020-11-14 16:26,13,5.7,5.1,0,100,100
2020-11-14 16:26,0,0.8,0.7,1,100,100
2020-11-14 16:26,14,0,0,0,91,97
2020-11-14 16:26,0,0,0,0,100,100
2020-11-14 16:26,14,1.7,1.6,0,77,80
2020-11-14 16:26,7,0,0,0,2,25
2020-11-14 16:26,14,0,0,0,89,93
2020-11-14 16:27,3,0.1,0.1,0,100,100
2020-11-14 16:27,58,12.2,8,0,45,33
2020-11-14 16:27,20,0,0,0,100,60
2020-11-14 16:27,16,13.9,13.9,0,0,0
2020-11-14 16:27,16,7.7,7.7,0,98,92
2020-11-14 16:27,9,0,0,0,96,95
2020-11-14 16:27,5,0.2,0.2,1,1,16
2020-11-14 16:27,5,0,0,0,100,100
2020-11-14 16:27,16,8.9,8.7,0,98,98
2020-11-14 16:27,44,0.1,0.1,0,14,14
2020-11-14 16:27,4,4.5,4.5,0,53,53
2020-11-14 16:27,2,0.9,0.9,0,38,36
2020-11-14 16:27,15,0.4,0.4,0,0,0
2020-11-14 16:27,5,0,0,0,0,0
2020-11-14 16:27,47,4.4,6.1,0,100,100
2020-11-14 16:27,5,0,0,0,71,79
2020-11-14 16:27,10,0,0,1,0,0
2020-11-14 16:27,10,0,0,0,82,81
2020-11-14 16:27,7,0,0,0,99,98
2020-11-14 16:27,4,0,0,0,43,35
2020-11-14 16:28,6,0,0,0,95,98
2020-11-14 16:28,57,0,0,1,24,63
2020-11-14 16:28,50,2.6,2.6,0,100,100
2020-11-14 16:28,17,0,0,0,85,87
2020-11-14 16:28,4,0,0,0,100,24
2020-11-14 16:28,29,29.7,29.7,1,45,43
2020-11-14 16:28,9,0,0,0,80,93
2020-11-14 16:28,4,0,0,0,66,66
2020-11-14 16:29,73,5.4,18.5,1,99,100
2020-11-14 16:29,8,0.1,0.1,0,28,32
2020-11-14 16:29,10,0,0,0,91,87
2020-11-14 16:29,12,0,0,0,75,74
2020-11-14 16:29,37,13.9,2.8,1,100,100
2020-11-14 16:29,78,10.8,11.1,1,85,88
2020-11-14 16:29,51,0.5,0.5,0,17,47
2020-11-14 16:29,16,0.9,0.9,0,100,86
2020-11-14 16:29,31,4.3,0.1,0,100,100
2020-11-14 16:29,44,0,0,0,100,100
2020-11-14 16:29,15,0.1,0.1,0,0,0
2020-11-14 16:29,81,9,9,1,100,100
2020-11-14 16:29,2,0,0,0,84,84
2020-11-14 16:30,13,4.1,4.2,1,86,84
2020-11-14 16:30,2,0,0,0,100,100
2020-11-14 16:30,2,4.5,4.5,0,85,86
2020-11-14 16:30,32,5,0,1,100,100
2020-11-14 16:30,4,12.3,12.3,0,6,6
2020-11-14 16:30,53,3.4,3.4,1,51,51
2020-11-14 16:30,7,0,0,1,100,100
2020-11-14 16:30,1,0,0,0,41,42
2020-11-14 16:30,2,5.8,5.7,0,100,100
2020-11-14 16:30,3,0,0,0,85,85
2020-11-14 16:30,13,0,0,0,56,51
2020-11-14 16:30,2,0,0,0,100,100
2020-11-14 16:30,0,0.8,0.8,0,100,100
2020-11-14 16:31,5,0.8,0.7,0,0,0
2020-11-14 16:31,7,0,0,0,95,98
2020-11-14 16:31,5,11.1,11.2,0,88,100
2020-11-14 16:31,22,0,0,0,78,80
2020-11-14 16:31,4,2.4,2.4,0,100,92
2020-11-14 16:31,9,5.6,5.6,0,100,100
2020-11-14 16:31,5,4.1,4.2,0,100,100
2020-11-14 16:31,3,0,0,0,100,100
2020-11-14 16:31,9,0.2,10.7,1,98,78
2020-11-14 16:31,52,10.3,10.4,0,46,45
2020-11-14 16:31,8,0,0,0,100,0
2020-11-14 16:31,8,2,2,0,100,100
2020-11-14 16:32,13,0,0,0,100,100
2020-11-14 16:32,10,0,0,1,14,61
2020-11-14 16:32,10,0,0,0,82,82
2020-11-14 16:32,6,0,0,0,86,93
2020-11-14 16:32,17,0.3,0.3,0,100,100
2020-11-14 16:32,0,1.4,1.4,1,100,100
2020-11-14 16:32,3,0,0,0,99,100
2020-11-14 16:32,1,0,0,0,0,0
2020-11-14 16:32,24,0.3,0.1,1,100,100
2020-11-14 16:32,8,0,0,1,100,96
2020-11-14 16:32,4,0.1,5.1,0,100,100
2020-11-14 16:33,10,1.5,1.5,1,100,100
2020-11-14 16:33,1,0,0,0,100,100
2020-11-14 16:33,10,0.1,11.2,1,0,0
2020-11-14 16:33,7,0,0,0,87,82
2020-11-14 16:33,4,1.6,1.7,0,100,100
2020-11-14 16:33,10,0,0,0,100,100
2020-11-14 16:33,18,0.1,0.1,1,75,82
2020-11-14 16:33,55,0.4,0.4,0,100,100
2020-11-14 16:33,17,0,0,0,87,95
2020-11-14 16:33,4,0,0,0,35,36
2020-11-14 16:33,9,0,0,0,100,100
2020-11-14 16:33,6,7.1,6.9,0,100,100
2020-11-14 16:33,10,1.9,1.9,0,100,100
2020-11-14 16:33,9,4.2,4.2,0,100,100
2020-11-14 16:33,NaN,2.3,2.3,0,100,100
2020-11-14 16:33,15,0.2,0.2,0,39,40
2020-11-14 16:33,25,0,0,0,99,100
2020-11-14 16:34,38,14,21.8,1,100,100
2020-11-14 16:34,4,6.2,6.4,0,0,0
2020-11-14 16:34,52,21.3,7.1,0,100,100
2020-11-14 16:34,19,6.3,6,0,96,96
2020-11-14 16:34,15,0,0,1,100,100
2020-11-14 16:34,2,0,0,0,0,9
2020-11-14 16:34,18,0,0,1,100,100
2020-11-14 16:34,30,0,0,1,100,100
2020-11-14 16:34,15,3.8,3.7,0,100,100
2020-11-14 16:34,20,6.9,7.3,0,100,100
2020-11-14 16:34,15,0,0,0,2,3
2020-11-14 16:34,10,9.6,9.6,0,87,87
2020-11-14 16:35,9,4.2,4.1,0,100,100
2020-11-14 16:35,2,0,0,0,97,97
2020-11-14 16:35,7,0.2,0.2,1,0,12
2020-11-14 16:35,83,0,0,1,95,94
2020-11-14 16:35,8,10,10,1,0,0
2020-11-14 16:35,11,5.7,5.7,0,100,100
2020-11-14 16:35,9,0,0,0,72,74
2020-11-14 16:36,20,0,0,1,70,31
2020-11-14 16:36,73,0.1,0.1,1,92,96
2020-11-14 16:36,12,0.1,0.1,1,85,95
2020-11-14 16:36,13,7.6,5.7,1,54,50
2020-11-14 16:36,13,6.4,6.6,0,99,99
2020-11-14 16:36,10,5.9,5.8,0,100,100
2020-11-14 16:36,2,0.1,0.1,0,90,96
2020-11-14 16:36,15,0,0,0,59,60
2020-11-14 16:36,5,0,0,1,91,95
2020-11-14 16:36,11,2.1,2.1,1,55,61
2020-11-14 16:36,8,0,0,0,89,94
2020-11-14 16:37,22,4.6,5.3,0,100,100
2020-11-14 16:37,4,0,0,0,98,98
2020-11-14 16:37,4,3,3,0,10,19
2020-11-14 16:37,4,0,0,0,100,99
2020-11-14 16:37,11,0,0,0,100,100
2020-11-14 16:37,3,0,0,0,100,100
2020-11-14 16:37,6,3.1,3.2,0,52,59
2020-11-14 16:37,6,0,0,0,0,0
2020-11-14 16:37,26,0,0,1,100,100
2020-11-14 16:37,NaN,0,0,0,79,94
2020-11-14 16:37,11,9.9,10.2,0,100,100
2020-11-14 16:37,22,0,0,0,100,100
2020-11-14 16:37,11,0,0,1,7,17
2020-11-14 16:37,34,7.8,6.2,0,87,91
2020-11-14 16:37,9,0,0,0,99,100
2020-11-14 16:37,3,0.1,0.1,0,100,100
2020-11-14 16:38,4,0,0,0,55,55
2020-11-14 16:38,13,0,0,0,100,100
2020-11-14 16:38,14,6.9,7,0,100,100
2020-11-14 16:38,3,0,0,0,59,53
2020-11-14 16:38,6,0,0,0,90,91
2020-11-14 16:38,1,9.3,8.9,1,19,19
2020-11-14 16:38,34,3.2,18.6,1,91,92
2020-11-14 16:38,3,1.3,1.3,0,100,100
2020-11-14 16:38,50,0,0,0,40,64
2020-11-14 16:39,5,0,0,0,100,100
2020-11-14 16:39,5,1.3,1.3,1,0,0
2020-11-14 16:39,13,0,0,0,90,94
2020-11-14 16:39,3,0,0,0,50,51
2020-11-14 16:39,41,0,0,1,18,56
2020-11-14 16:39,NaN,0,0,0,91,87
2020-11-14 16:39,13,12.7,9.2,0,67,67
2020-11-14 16:39,13,0,0,0,100,92
2020-11-14 16:39,17,1.9,2,0,0,0
2020-11-14 16:39,51,0.1,22.3,0,100,100
2020-11-14 16:39,24,0.4,0.4,0,100,100
2020-11-14 16:39,9,5.4,5.7,0,0,0
2020-11-14 16:39,14,0.2,0.7,0,42,65
2020-11-14 16:39,10,4.6,4.6,1,93,56
2020-11-14 16:39,13,6.4,6.2,0,100,100
2020-11-14 16:39,10,0,0,1,0,100
2020-11-14 16:40,6,0,0,0,0,26
2020-11-14 16:40,12,0,0,0,84,95
2020-11-14 16:40,9,7.3,7.4,0,92,94
2020-11-14 16:40,3,0.5,0.5,1,100,100
2020-11-14 16:40,1,2,2,0,77,77
2020-11-14 16:40,3,1.9,1.9,0,82,83
2020-11-14 16:40,4,2.4,2.4,0,93,98
2020-11-14 16:41,14,0.2,0.2,0,97,100
2020-11-14 16:41,1,2.5,2.5,0,100,100
2020-11-14 16:41,13,0,0,0,100,100
2020-11-14 16:41,39,4.7,4.7,0,47,47
2020-11-14 16:41,8,0,0,0,96,98
2020-11-14 16:41,6,0,0,0,89,91
2020-11-14 16:41,4,0,0,0,70,75
2020-11-14 16:41,29,4.9,4.9,0,63,78
2020-11-14 16:41,26,0,0,0,100,100
2020-11-14 16:41,16,0,0,1,100,67
2020-11-14 16:42,26,61.8,10.3,1,48,87
2020-11-14 16:42,56,2,1.9,1,56,59
2020-11-14 16:42,11,6.4,6.7,1,100,100
2020-11-14 16:42,25,5.3,5.2,0,98,96
2020-11-14 16:42,6,1.8,1.8,0,16,48
2020-11-14 16:42,13,0,0,1,71,84
2020-11-14 16:42,1,0,0,0,18,35
2020-11-14 16:42,36,6.3,3.8,1,27,44
2020-11-14 16:42,26,5.4,6.5,1,89,95
2020-11-14 16:42,6,0,0,0,100,100
2020-11-14 16:42,1,0,0,0,75,83
2020-11-14 16:42,9,4.9,5.7,1,96,97
2020-11-14 16:42,20,0.4,0.5,1,87,86
2020-11-14 16:42,8,0.1,0.1,1,50,55
2020-11-14 16:42,50,14.3,6.9,0,96,99
2020-11-14 16:43,3,0,0,0,14,29
2020-11-14 16:43,19,9.1,3.8,1,93,49
2020-11-14 16:43,9,0.1,0.1,0,73,85
2020-11-14 16:43,11,1.5,1.6,1,57,100
2020-11-14 16:43,10,0,0,0,100,100
2020-11-14 16:43,1,0,0,0,0,0
2020-11-14 16:43,78,11.8,13.5,1,100,100
2020-11-14 16:43,6,1.8,1.8,0,70,71
2020-11-14 16:43,6,0,0,0,99,100
2020-11-14 16:43,6,0,0,0,80,87
2020-11-14 16:43,14,1.9,1.8,1,71,86
2020-11-14 16:44,3,1.6,1.3,0,100,100
2020-11-14 16:44,16,11,10.7,0,96,96
2020-11-14 16:44,4,19.2,19.1,0,44,44
2020-11-14 16:44,15,7.5,7.5,0,26,49
2020-11-14 16:45,18,0,0,1,81,88
2020-11-14 16:45,54,5.2,5.2,1,100,100
2020-11-14 16:45,8,0,0,1,100,100
2020-11-14 16:45,20,29.1,26.9,0,8,0
2020-11-14 16:45,12,0,0,0,100,100
2020-11-14 16:45,7,0,0,0,0,18
2020-11-14 16:45,47,0,0,1,98,98
2020-11-14 16:45,1,0,0,0,100,100
2020-11-14 16:45,58,16.4,16.4,1,0,0
2020-11-14 16:45,3,0.1,0.1,0,58,69
2020-11-14 16:45,2,0,0,0,100,100
2020-11-14 16:45,11,0,0,0,0,0
2020-11-14 16:45,16,0.1,0.1,0,100,100
2020-11-14 16:45,16,4.9,4.9,0,0,32
2020-11-14 16:46,18,0,1.3,1,44,48
2020-11-14 16:46,1,0,0,0,0,0
2020-11-14 16:46,15,0,0,0,73,71
2020-11-14 16:46,4,3.2,3.2,0,100,100
2020-11-14 16:46,4,0,0,0,100,100
2020-11-14 16:46,15,2.5,2.6,0,100,100
2020-11-14 16:46,19,4.7,3.8,1,42,49
2020-11-14 16:46,5,0.1,0.1,0,97,100
2020-11-14 16:46,4,0,0,0,100,100
2020-11-14 16:46,8,0,0,1,100,100
2020-11-14 16:47,39,6.3,6.2,0,0,0
2020-11-14 16:47,12,5.9,5.8,0,84,84
2020-11-14 16:47,8,0,0,0,100,100
2020-11-14 16:47,49,0.1,8.2,1,100,100
2020-11-14 16:47,13,0.1,0.1,0,100,100
2020-11-14 16:47,3,0,0,0,100,100
2020-11-14 16:47,20,0.6,0.5,0,98,0
2020-11-14 16:48,21,0,1.6,0,100,64
2020-11-14 16:48,47,7.7,18,1,98,91
2020-11-14 16:48,5,5.6,5.6,0,98,100
2020-11-14 16:48,12,0.8,0.8,0,100,100
2020-11-14 16:48,11,0,0,1,97,100
2020-11-14 16:48,7,0.1,0.1,0,100,100
2020-11-14 16:48,13,0,4.1,1,97,1
2020-11-14 16:48,3,0,0,0,97,100
2020-11-14 16:48,15,2.3,2.2,0,94,98
2020-11-14 16:48,8,0,0,0,35,36
2020-11-14 16:48,9,8,7.8,0,12,12
2020-11-14 16:48,8,0,0,0,0,0
2020-11-14 16:48,8,0,0,1,35,0
2020-11-14 16:49,16,0,0,0,94,94
2020-11-14 16:49,4,0,0,1,73,76
2020-11-14 16:49,14,0,0,0,96,96
2020-11-14 16:49,11,0,0,1,52,78
2020-11-14 16:49,8,0,0,0,89,93
2020-11-14 16:49,38,1.3,1.3,0,100,100
2020-11-14 16:49,11,0,0,0,75,91
2020-11-14 16:49,25,0,0,1,100,100
2020-11-14 16:49,22,5.3,4.9,0,94,98
2020-11-14 16:49,6,1.9,1.9,0,0,0
2020-11-14 16:50,33,0.1,12,0,67,67
2020-11-14 16:50,11,1.4,1.4,0,100,100
2020-11-14 16:50,4,0,0,0,0,0
2020-11-14 16:50,8,0,0,0,100,100
2020-11-14 16:50,11,0,0,1,65,100
2020-11-14 16:50,10,0,0,0,0,0
2020-11-14 16:50,0,0,0,0,100,100
2020-11-14 16:50,NaN,0,0,0,100,100
2020-11-14 16:50,4,0,0,0,100,100
2020-11-14 16:50,4,0,0,1,100,100
2020-11-14 16:50,12,0.1,0.1,1,0,77
2020-11-14 16:50,0,0,0,0,100,100
2020-11-14 16:51,4,0,0,0,95,98
2020-11-14 16:51,6,0,0,0,99,100
2020-11-14 16:51,24,0,0,0,100,100
2020-11-14 16:51,20,0.2,0.2,1,100,100
2020-11-14 16:51,46,0,0,0,0,0
2020-11-14 16:51,4,0,0,0,98,100
2020-11-14 16:51,2,0,0,0,100,100
2020-11-14 16:51,53,0,0,1,20,20
2020-11-14 16:51,6,4.6,4.6,1,20,22
2020-11-14 16:51,5,6.1,5.7,0,100,100
2020-11-14 16:51,40,14.7,1.4,1,100,100
2020-11-14 16:52,4,6.2,5.4,0,96,100
2020-11-14 16:52,20,0,0,1,100,100
2020-11-14 16:52,56,17.8,0.3,1,62,100
2020-11-14 16:52,4,0,0,1,92,33
2020-11-14 16:52,65,18.9,15.9,0,100,100
2020-11-14 16:52,8,0,0,0,100,100
2020-11-14 16:52,40,3.2,4.9,1,100,100
2020-11-14 16:52,3,6.4,6.4,0,82,89
2020-11-14 16:52,33,0.8,1.5,1,43,44
2020-11-14 16:52,4,4.6,4.9,0,100,100
2020-11-14 16:52,6,5.2,5.3,0,100,100
2020-11-14 16:52,9,0.3,0.2,1,58,58
2020-11-14 16:52,9,1,1,0,90,96
2020-11-14 16:52,18,0,0,1,6,18
2020-11-14 16:52,10,0,0,0,100,100
2020-11-14 16:52,3,0,0,0,93,98
2020-11-14 16:52,10,0,0,0,100,100
2020-11-14 16:53,32,0,0,0,65,79
2020-11-14 16:53,12,13.7,14.2,0,91,91
2020-11-14 16:53,21,6.7,6.7,0,92,96
2020-11-14 16:53,28,0,0,0,42,43
2020-11-14 16:53,17,5,5.2,1,60,63
2020-11-14 16:53,7,0,0,0,100,100
2020-11-14 16:53,9,0.1,0.1,0,91,96
2020-11-14 16:53,23,3.5,3.6,0,87,94
2020-11-14 16:53,7,0,0,0,65,80
2020-11-14 16:53,33,0,0,1,100,100
2020-11-14 16:53,3,0,0,0,100,100
2020-11-14 16:53,15,8.1,7.8,0,98,100
2020-11-14 16:53,4,5.2,5.1,0,98,99
2020-11-14 16:53,8,5.4,5.2,1,0,0
2020-11-14 16:53,13,0,0,0,100,100
2020-11-14 16:53,67,58,7.5,1,95,91
2020-11-14 16:54,4,0,0,0,33,51
2020-11-14 16:54,2,0,0,1,0,0
2020-11-14 16:54,2,0,0,0,100,100
2020-11-14 16:54,0,3.2,3.3,0,100,100
2020-11-14 16:54,20,5.1,6.6,0,100,6
2020-11-14 16:54,11,3.7,3.8,1,95,100
2020-11-14 16:54,16,4.7,4.5,0,49,47
2020-11-14 16:54,40,6.3,0.4,1,100,100
2020-11-14 16:54,4,0,0,0,0,0
2020-11-14 16:54,5,0,0,0,100,100
2020-11-14 16:54,10,0.2,0.2,0,0,0
2020-11-14 16:54,3,0,0,0,100,100
2020-11-14 16:54,15,0,0,0,89,91
2020-11-14 16:55,18,0,0,0,92,96
2020-11-14 16:55,13,0,0,0,100,100
2020-11-14 16:55,5,0,0,0,100,100
2020-11-14 16:55,20,7.2,7.2,0,35,35
2020-11-14 16:55,16,0,0,0,100,100
2020-11-14 16:55,49,0.2,0.2,0,41,59
2020-11-14 16:55,3,0,0,0,100,100
2020-11-14 16:55,31,0,0,0,100,100
2020-11-14 16:55,NaN,0,0,0,0,0
2020-11-14 16:55,6,0,4.9,1,100,100
2020-11-14 16:55,7,0,0,1,97,100
2020-11-14 16:55,12,0,0,1,100,100
2020-11-14 16:55,44,1.4,1.4,1,63,100
2020-11-14 16:56,11,7.9,7.9,1,69,100
2020-11-14 16:56,20,0.4,0.4,1,100,100
2020-11-14 16:56,9,0,0,0,100,100
2020-11-14 16:56,1,0,0,0,87,88
2020-11-14 16:56,10,8.9,8.8,0,97,100
2020-11-14 16:56,23,0,0,1,100,100
2020-11-14 16:56,10,1.4,1.3,1,100,100
2020-11-14 16:56,24,0,0,0,77,87
2020-11-14 16:56,4,0,0,0,100,100
2020-11-14 16:56,17,7.6,7.8,0,80,91
2020-11-14 16:56,18,0,0,1,78,94
2020-11-14 16:56,11,0,0,0,100,100
2020-11-14 16:57,1,0,0,0,100,100
2020-11-14 16:57,5,8.9,8.9,0,96,96
2020-11-14 16:57,6,10,10,0,43,53
2020-11-14 16:57,23,0.5,7.6,1,23,100
2020-11-14 16:57,11,1.2,1.3,1,100,100
2020-11-14 16:57,11,0,0,0,100,100
2020-11-14 16:57,8,0,0,0,100,100
2020-11-14 16:57,8,1.1,1.1,0,46,47
2020-11-14 16:57,6,0.4,0.4,1,28,29
2020-11-14 16:57,20,0.1,0.1,1,38,64
2020-11-14 16:57,16,7.2,7.2,0,55,54
2020-11-14 16:57,3,0,0,0,81,89
2020-11-14 16:58,24,4.5,5.5,0,100,100
2020-11-14 16:58,7,1.4,1.5,0,100,100
2020-11-14 16:58,18,19.6,19.6,0,0,0
2020-11-14 16:58,55,2.5,3.8,1,96,98
2020-11-14 16:58,10,0,0,0,76,84
2020-11-14 16:58,6,5.2,5.1,0,100,100
2020-11-14 16:58,13,5.9,5.8,1,1,2
2020-11-14 16:58,9,0,0,0,100,100
2020-11-14 16:58,6,3.4,3.4,0,100,100
2020-11-14 16:58,23,0,0,0,98,98
2020-11-14 16:58,18,12.5,12.4,1,90,95
2020-11-14 16:58,10,5.3,5.2,0,100,100
2020-11-14 16:59,16,0,0,0,0,0
2020-11-14 16:59,11,0,0,1,100,20
2020-11-14 16:59,19,0,0,1,98,100
2020-11-14 16:59,51,5.1,5.1,1,100,100
2020-11-14 16:59,32,0.3,0.3,0,100,100
2020-11-14 16:59,0,1.6,1.6,0,76,76
2020-11-14 16:59,15,0,0,0,100,100
2020-11-14 16:59,7,0.1,7.1,1,98,99
2020-11-14 16:59,15,0,0,1,100,100
2020-11-14 16:59,8,5.3,5.3,1,92,95
2020-11-14 17:00,6,0.1,0.1,0,97,0
2020-11-14 17:00,1,0.3,0.4,0,100,100
2020-11-14 17:00,54,0,6.4,1,100,100
2020-11-14 17:00,0,1.6,1.6,0,68,69
2020-11-14 17:00,5,0,0,0,96,97
2020-11-14 17:00,44,0,0,1,53,50
2020-11-14 17:00,19,5,4.6,1,58,58
2020-11-14 17:00,6,0,0,1,71,81
2020-11-14 17:01,18,5.9,6.2,0,0,0
2020-11-14 17:01,19,1.6,1.6,0,0,88
2020-11-14 17:01,8,0,0,0,100,100
2020-11-14 17:01,7,5.5,5.5,1,86,96
2020-11-14 17:01,54,0,0,1,0,0
2020-11-14 17:01,18,0,0,1,53,72
2020-11-14 17:01,12,0,0,1,83,59
2020-11-14 17:01,54,1.7,8,1,100,100
2020-11-14 17:01,12,4.9,4.9,0,84,89
2020-11-14 17:02,55,5.8,5.7,1,55,100
2020-11-14 17:02,6,9.2,9.3,1,99,99
2020-11-14 17:02,5,0,0,1,36,100
2020-11-14 17:02,6,6,6,0,0,0
2020-11-14 17:02,52,4.5,16.6,1,87,80
2020-11-14 17:02,54,0,0,1,79,56
2020-11-14 17:02,10,0,0,0,76,87
2020-11-14 17:02,55,0.3,9.3,1,86,90
2020-11-14 17:02,4,0,0,0,100,100
2020-11-14 17:02,4,12.5,9.5,1,0,0
2020-11-14 17:02,16,2.2,9.1,1,0,97
2020-11-14 17:02,20,5.4,5.4,0,100,100
2020-11-14 17:02,6,0,0,0,100,100
2020-11-14 17:02,53,5.3,4,1,74,74
2020-11-14 17:02,9,0,0,0,100,86
2020-11-14 17:03,0,0,0,1,99,100
2020-11-14 17:03,69,14.8,2.5,1,100,100
2020-11-14 17:03,10,0,0,0,100,100
2020-11-14 17:03,51,8.1,4.6,1,100,100
2020-11-14 17:03,10,1,0.4,1,10,13
2020-11-14 17:03,7,0,0,0,69,65
